price,m2_price,square,rooms,district,micro_district,building_type,floor,floors,condition,building_age,floor_to_floors,is_good_floor
1.0526549948410193,-1.5715130137656852,2.410565141659012,4,1,0,2,12,14,2,-0.14706146956996033,0.8571428571428571,0
-0.4255602395372049,-1.469032520894759,0.16069305503852258,2,1,0,2,5,12,2,-0.14706146956996033,0.4166666666666667,1
-0.40498374685376637,-1.417792274459296,0.16069305503852258,2,1,0,1,5,12,2,-0.14706146956996033,0.4166666666666667,1
-0.4255602395372049,-1.469032520894759,0.16069305503852258,2,1,0,2,5,12,2,-0.14706146956996033,0.4166666666666667,1
-0.48043088669304096,1.292816761976708,-0.8327569572354596,1,2,3,2,1,12,6,0.06559782145564146,0.08333333333333333,0
0.6718527035795168,1.2774446880460688,0.13147393703046428,2,3,1,2,10,12,5,-0.04073182405715946,0.8333333333333334,0
2.4002780889883533,2.1946450992408604,1.1249239493044467,3,3,0,2,3,3,5,0.023065963250521078,1.0,0
2.372568412174656,-0.7516690707982739,3.1994813278765863,4,1,0,1,9,14,2,-0.0832636822622798,0.6428571428571429,0
-0.1237716801801065,1.313312860550893,-0.5405657771548766,1,1,0,1,7,9,5,-0.061997753159719636,0.7777777777777778,0
-0.4118425777482459,0.8777707658494559,-0.6866613671951681,2,0,2,2,8,10,5,-0.04073182405715946,0.8,0
-0.3432542688034508,1.728358856678145,-0.8035378392274013,1,1,0,1,8,12,5,-0.10452961136483997,0.6666666666666666,0
-0.8508077549949346,1.825715324905525,-1.2126054913402176,1,1,2,0,4,4,6,-0.10452961136483997,1.0,0
-0.4118425777482459,0.8777707658494559,-0.6866613671951681,2,0,2,2,8,10,6,-0.04073182405715946,0.8,0
0.013404937709483707,0.4934689175834818,-0.18993636105817707,3,1,0,1,4,12,5,-0.0832636822622798,0.3333333333333333,1
1.566244252219645,-1.1103507958465166,2.585879849707362,4,1,4,2,4,16,2,-0.10452961136483997,0.25,1
1.4351034055171967,-1.212831288717443,2.5274416136912454,4,1,0,1,7,14,2,-0.10452961136483997,0.5,1
0.3217779747252826,-1.1103507958465166,0.9496092412560969,3,1,0,2,3,16,2,-0.10452961136483997,0.1875,1
0.15058155559907394,-0.3263750253839295,0.27756952707075583,3,2,2,0,1,9,5,-0.061997753159719636,0.1111111111111111,0
1.0833825572482874,1.1134758994525866,0.5405415891432807,3,3,1,1,13,13,5,-0.0832636822622798,1.0,0
1.0833825572482874,1.1134758994525866,0.5405415891432807,3,3,1,1,13,13,5,-0.0832636822622798,1.0,0
-0.1923599891249016,-0.24951465573073459,-0.13149812504206046,2,1,1,1,3,9,5,-0.061997753159719636,0.3333333333333333,1
-0.5901721810047131,0.18090341432715631,-0.6866613671951681,1,1,0,1,7,9,5,-0.12579554046740016,0.7777777777777778,0
0.013404937709483707,-0.8080333418772835,0.36522688109493073,2,1,0,2,4,5,6,-0.10452961136483997,0.8,0
-0.1923599891249016,-0.24951465573073459,-0.13149812504206046,2,1,1,1,3,8,5,-0.01946589495459928,0.375,1
-0.9331137257286887,0.71892600189952,-1.1249481373160426,1,0,3,0,4,9,6,-0.04073182405715946,0.4444444444444444,1
0.5346760856899266,-0.3519951486016611,0.7158562971916305,3,2,3,1,10,12,5,-0.061997753159719636,0.8333333333333334,0
0.47980543853409047,-0.6030723561354308,0.8035136512158053,3,2,2,0,1,9,5,-0.061997753159719636,0.1111111111111111,0
-0.26094829806969666,1.759103004539423,-0.7450996032112848,1,3,3,1,6,9,5,-0.10452961136483997,0.6666666666666666,0
0.013404937709483707,0.4934689175834818,-0.18993636105817707,3,1,0,1,4,12,5,-0.0832636822622798,0.3333333333333333,1
-0.8151418343436411,-0.38786332110648525,-0.774318721219343,1,1,0,0,8,9,6,-0.10452961136483997,0.8888888888888888,0
0.9599236011476562,1.1442200473138646,0.4236651171110474,3,1,0,1,6,8,2,-0.10452961136483997,0.75,0
-0.6999134753163854,0.33974817827709225,-0.8327569572354596,2,1,2,0,4,4,6,-0.10452961136483997,1.0,0
-0.6999134753163854,0.33974817827709225,-0.8327569572354596,2,1,2,0,4,4,6,-0.10452961136483997,1.0,0
-0.9193960639397296,1.4004212794911806,-1.2126054913402176,1,3,2,2,4,4,5,-0.04073182405715946,1.0,0
-1.015419696462443,-0.8746456622433856,-0.8911951932515763,1,2,2,1,14,14,5,-0.14706146956996033,1.0,0
-0.6999134753163854,0.33974817827709225,-0.8327569572354596,2,1,2,0,4,4,5,-0.10452961136483997,1.0,0
0.0682755848653198,-0.9412579826094878,0.5113224711352223,3,1,0,1,7,12,2,-0.12579554046740016,0.5833333333333334,0
-0.39812491595928684,-1.243575436578721,0.07303570101434767,2,1,0,1,8,9,5,-0.12579554046740016,0.8888888888888888,0
-0.6176075045826313,0.43198062186092595,-0.774318721219343,1,2,1,1,12,12,5,-0.0832636822622798,1.0,0
-0.494148548482,0.32437610434645325,-0.6282231311790515,2,3,1,0,1,10,4,-0.04073182405715946,0.1,0
-0.06890103302427042,0.9238869876413728,-0.39447018711458515,3,1,2,0,2,4,5,-0.10452961136483997,0.5,1
-0.5490191956378361,-0.8131573665208298,-0.3360319510984685,2,1,0,1,3,15,5,-0.14706146956996033,0.2,1
